timestamp,magn_x,magn_y,magn_z
28053,0.25228,0.4823,0.17584
28074,0.25228,0.4823,0.17584
28074,0.25228,0.4823,0.17584
28096,0.26502,0.52654004,0.12488
28096,0.26502,0.52654004,0.12488
28117,0.26894,0.54978,0.091280006
28117,0.26894,0.54978,0.091280006
28138,0.26894,0.54978,0.091280006
28138,0.26894,0.54978,0.091280006
28160,0.27678,0.58268,0.02772
28160,0.27678,0.58268,0.02772
28181,0.26964,0.60704,-0.060480002
28181,0.26964,0.60704,-0.060480002
28202,0.26964,0.60704,-0.060480002
28224,0.245,0.61614,-0.1407
28224,0.245,0.61614,-0.1407
28245,0.245,0.61614,-0.1407
28245,0.245,0.61614,-0.1407
28266,0.245,0.61614,-0.1407
28266,0.245,0.61614,-0.1407
28288,0.245,0.61614,-0.1407
28289,0.245,0.61614,-0.1407
28309,0.1715,0.56364,-0.3353
28309,0.1715,0.56364,-0.3353
28330,0.1715,0.56364,-0.3353
28352,0.13538,0.52836,-0.35714
28352,0.13538,0.52836,-0.35714
28373,0.08064,0.49896002,-0.3794
28373,0.08064,0.49896002,-0.3794
28394,0.08064,0.49896002,-0.3794
28394,0.08064,0.49896002,-0.3794
